Date,Open,High,Low,Close,Return,Volatility
2006-07-28,92.5,105.0,91.0,94.5250015258789,,
2006-07-31,95.05000305175781,97.4749984741211,90.55000305175781,91.30000305175781,-0.034117941518764794,
2006-08-01,92.5,93.94999694824219,91.0,93.25,0.021358125772862557,
2006-08-02,94.0,94.0,92.55000305175781,93.0999984741211,-0.0016085954517844891,
2006-08-03,93.0999984741211,93.0999984741211,93.0999984741211,93.0999984741211,0.0,
2006-08-04,91.7750015258789,96.8499984741211,90.75,94.69999694824219,0.017185805589092995,
2006-08-07,93.9749984741211,96.0,92.0,93.5999984741211,-0.011615612561448052,
2006-08-08,93.5999984741211,95.4000015258789,92.55000305175781,93.4749984741211,-0.0013354701072411101,
2006-08-09,93.5,94.75,92.69999694824219,93.3499984741211,-0.0013372559726182454,
2006-08-10,93.30000305175781,97.6500015258789,92.82499694824219,94.80000305175781,0.01553298983758089,
2006-08-11,95.0,98.0,93.9749984741211,94.67500305175781,-0.00131856535839725,
2006-08-14,94.5,96.4000015258789,94.5,94.625,-0.0005281547414418553,
2006-08-16,95.875,101.4000015258789,95.875,97.05000305175781,0.025627509133503867,
2006-08-17,97.625,101.5,95.125,96.0999984741211,-0.009788815535946682,
2006-08-18,96.875,98.4000015258789,90.55000305175781,91.2750015258789,-0.050208085586406326,
2006-08-21,92.44999694824219,94.5,91.5,91.9749984741211,0.007669098181759315,
2006-08-22,93.4000015258789,95.4000015258789,92.0250015258789,94.5250015258789,0.027724958891685247,
2006-08-23,95.19999694824219,105.44999694824219,94.0999984741211,100.625,0.06453317509284617,
2006-08-24,99.2750015258789,100.94999694824219,97.5,97.9000015258789,-0.02708073017760093,
2006-08-25,99.0999984741211,103.5,98.0,101.5,0.03677220038826534,
2006-08-28,102.4000015258789,107.9000015258789,101.5250015258789,106.75,0.051724137931034475,
2006-08-29,107.19999694824219,108.0,103.6500015258789,104.80000305175781,-0.018266950334821397,
2006-08-30,105.07499694824219,108.7249984741211,103.8499984741211,106.67500305175781,0.01789122085305661,
2006-08-31,107.4749984741211,107.5,102.5,103.2249984741211,-0.03234126532869941,
2006-09-01,103.9000015258789,104.2249984741211,100.2750015258789,101.57499694824219,-0.01598451489725683,
2006-09-04,102.0,104.625,102.0,102.2750015258789,0.006891504786294966,
2006-09-05,102.5999984741211,105.0,101.44999694824219,102.94999694824219,0.0065998084800076295,
2006-09-06,103.44999694824219,107.0,101.7750015258789,105.375,0.02355515418788179,
2006-09-07,102.0,104.94999694824219,102.0,102.875,-0.023724792408066464,
2006-09-08,103.9000015258789,104.0999984741211,102.0,102.94999694824219,0.0007290104324877422,
2006-09-11,103.05000305175781,103.67500305175781,97.5,98.82499694824219,-0.040067995359667985,0.026259588722024337
2006-09-12,98.5,99.8499984741211,92.0,96.67500305175781,-0.021755567547453558,0.025768664907402688
2006-09-13,97.8499984741211,100.69999694824219,97.8499984741211,98.4000015258789,0.017843273024750417,0.025686545570978377
2006-09-14,100.0250015258789,102.0,99.5,100.1500015258789,0.017784552569745093,0.025833328284416056
2006-09-15,101.4000015258789,102.25,98.0,99.3499984741211,-0.007988048323205321,0.025903796180243008
2006-09-18,100.4749984741211,101.5,98.55000305175781,99.375,0.0002516509940906353,0.025756621630870027
2006-09-19,100.3499984741211,100.44999694824219,95.0,95.625,-0.037735849056603765,0.02665595787386104
2006-09-20,96.0,98.0,95.5,96.05000305175781,0.004444476358251626,0.02665896770779198
2006-09-21,97.5,106.0,97.5,104.69999694824219,0.09005719543624813,0.031190308397399828
2006-09-22,104.75,107.75,102.0250015258789,103.9000015258789,-0.007640835202304297,0.03118934622128827
2006-09-25,104.8499984741211,104.94999694824219,102.125,103.5250015258789,-0.00360923960050763,0.031204406270355332
2006-09-26,104.57499694824219,105.25,102.9749984741211,103.7249984741211,0.001931871000187213,0.031196834178919972
2006-09-27,104.0,104.7249984741211,103.0250015258789,104.2750015258789,0.005302512025536776,0.03091981802991553
2006-09-28,105.0,105.07499694824219,103.05000305175781,103.92500305175781,-0.003356494548065081,0.030851376428621454
2006-09-29,101.25,106.5,101.25,105.7750015258789,0.01780128380847623,0.02925947928351898
2006-10-03,105.75,105.9749984741211,104.25,105.0250015258789,-0.007090522232859553,0.02934279391036762
2006-10-04,106.4000015258789,106.5,101.8499984741211,103.2249984741211,-0.017138805290226822,0.029279407436010024
2006-10-05,104.0,106.0,104.0,105.07499694824219,0.017922000498599155,0.02707412918877398
2006-10-06,104.80000305175781,107.5,104.07499694824219,105.30000305175781,0.002141385772549187,0.02651957393059801
2006-10-09,105.5,107.5,104.07499694824219,106.32499694824219,0.009734034822207471,0.02577290845027066
2006-10-10,107.3499984741211,111.5,106.55000305175781,107.5,0.01105105182678523,0.024073324673010238
2006-10-11,109.80000305175781,110.9000015258789,106.125,106.9000015258789,-0.005581381154614817,0.023842478077356673
2006-10-12,108.0999984741211,112.0,105.5,110.69999694824219,0.03554719708253096,0.024484833899168616
2006-10-13,111.80000305175781,115.0,110.07499694824219,113.9749984741211,0.029584477110782048,0.024139695126594616
2006-10-16,115.57499694824219,117.4000015258789,111.0,112.375,-0.01403815306463363,0.02408785040199303
2006-10-17,115.0,115.875,110.82499694824219,114.875,0.022246941045606317,0.02432116102947939
2006-10-18,115.0,116.5,110.7750015258789,115.5,0.005440696409140466,0.02431807195801747
2006-10-19,116.0,122.5,115.5,122.0999984741211,0.05714284393178426,0.025961304382686668
2006-10-20,123.0,124.44999694824219,120.0,121.57499694824219,-0.004299766850449083,0.025451186142888518
2006-10-23,121.5,124.25,120.0,123.2750015258789,0.013983175984453977,0.025473564494407467
2006-10-26,124.44999694824219,130.0,121.55000305175781,129.10000610351562,0.04725211523452222,0.02497295868000766
2006-10-27,130.39999389648438,131.5,124.0,125.55000305175781,-0.02749808585532776,0.02523932657049572
2006-10-30,126.2750015258789,127.3499984741211,124.75,125.05000305175781,-0.003982477003954155,0.02529161546618169
2006-10-31,125.9000015258789,126.82499694824219,123.5,124.75,-0.0023990647295997203,0.025299673132171865
2006-11-01,125.05000305175781,126.2249984741211,124.05000305175781,124.5999984741211,-0.0012024170411134572,0.025185123575330752
2006-11-02,126.3499984741211,127.69999694824219,124.5250015258789,126.19999694824219,0.012841079403812516,0.025158584253844863
2006-11-03,127.5,129.0,125.05000305175781,126.8499984741211,0.005150566890627539,0.023624514710758025
2006-11-06,129.5,133.0,126.05000305175781,130.39999389648438,0.02798577426145976,0.023833134992900937
2006-11-07,132.3249969482422,136.0,131.52499389648438,134.27499389648438,0.029716259059613837,0.018930183170297953
2006-11-08,134.5,136.89999389648438,130.10000610351562,135.5,0.009123114199953042,0.018683171959166026
2006-11-09,136.0,137.5,130.10000610351562,134.1750030517578,-0.00977857526378001,0.018860504068313137
2006-11-10,136.25,137.5,134.5,135.3000030517578,0.008384572196104445,0.01881561526856865
2006-11-13,135.0,137.5,132.625,137.14999389648438,0.013673250576490048,0.018819943800492785
2006-11-14,137.5500030517578,140.0,134.0,137.5,0.00255199503530279,0.01871305015676967
2006-11-15,140.0,141.0,136.14999389648438,139.8249969482422,0.016909068714488606,0.018700175923976617
2006-11-16,140.0,158.5,136.75,144.8249969482422,0.0357589852253013,0.019021968548859444
2006-11-17,147.0,150.0,137.64999389648438,148.3000030517578,0.02399451874152314,0.018400493061818752
2006-11-20,150.0,155.0,136.0,152.8249969482422,0.030512432928980537,0.018674406174093324
2006-11-21,154.89999389648438,157.25,148.0,151.27499389648438,-0.010142339818156598,0.01904559212430222
2006-11-22,151.1999969482422,152.4499969482422,146.52499389648438,148.8000030517578,-0.016360872216727218,0.019750702776762608
2006-11-23,148.5,151.5,145.5,147.9499969482422,-0.005712406492491606,0.019998029490748186
2006-11-24,150.0,162.0,147.9499969482422,151.75,0.025684373978643427,0.01992440950233484
2006-11-27,154.375,156.0,151.5,154.39999389648438,0.01746289223383446,0.019453414122133073
2006-11-28,145.02499389648438,153.0,145.02499389648438,150.875,-0.022830272252780448,0.020100645588298074
2006-11-29,150.875,158.89999389648438,150.875,156.9250030517578,0.040099440276770926,0.02033542126212073
2006-11-30,159.9499969482422,162.125,158.5,160.97500610351562,0.025808526194019077,0.02041124387731239
2006-12-01,160.0,164.1999969482422,157.625,162.1999969482422,0.007609820147724156,0.020392840162245914
2006-12-04,164.5,164.89999389648438,160.75,163.9499969482422,0.010789149401515763,0.018488877884697656
2006-12-05,163.0500030517578,164.89999389648438,159.5,160.6750030517578,-0.019975565461695433,0.019118787868025396
2006-12-06,161.5,161.5,155.3000030517578,158.0749969482422,-0.0161817709919575,0.019661146436978784
2006-12-07,160.5,160.52499389648438,154.0,155.35000610351562,-0.017238594953880026,0.01878501135905287
2006-12-08,155.75,159.375,148.75,150.39999389648438,-0.03186361128130799,0.01907105457313027
2006-12-11,153.0,154.0,149.5,150.85000610351562,0.002992102561792498,0.018984798355301587
2006-12-12,152.0500030517578,152.5,147.5,149.64999389648438,-0.007955002707840664,0.019100796826269927
2006-12-13,151.0749969482422,151.5,145.0,148.9250030517578,-0.00484457650715342,0.019161344072291458
2006-12-14,149.0,155.0,149.0,154.3249969482422,0.036259820619964245,0.01990635807062269
